,id,title,specs,author,link
85,ILLU_11577_63_0,"
            Portrait of Elena Carafa
          ","
            Oil on canvas | 70.1 x 55cm | c. 1875
          ","
      Hilaire-Germain-Edgar Degas
    ",https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-portrait-of-elena-carafa
86,ILLU_11577_64_0,"
            The Beach at Trouville
          ","
            Oil on canvas | 38 x 46.5cm | 1870
          ","
      Claude Monet
    ",https://www.nationalgallery.org.uk/paintings/claude-monet-the-beach-at-trouville
87,ILLU_11577_65_0,"
            Avignon from the West
          ","
            Oil on canvas | 34 x 73.2cm | 1836
          ","
      Jean-Baptiste-Camille Corot
    ",https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-avignon-from-the-west
88,ILLU_11581_151_0,"
            Winter Garden
          ","
            1884
          ","
      Vincent van Gogh
    ",
89,ILLU_11583_175_0,"
            Canal
          ","
            Pencil on paper | 1873
          ","
      Vincent van Gogh
    ",
90,ILLU_11584_217_0,"
            The Exposition Universelle
          ","
            Oil on canvas | 1867
          ","
      Édouard Manet
    ",
91,ILLU_11592_58_0,"
            Still Life with Fruit Dish
          ","
            Oil on canvas | 46.4 x 54.6cm | 1879-80
          ","
      Paul Cézanne
    ",
92,ILLU_11592_61_0,"
            Portrait of Victor Chocquet
          ","
            Oil on canvas | 45.7 x 36.8cm | 1877
          ","
      Paul Cézanne
    ",
93,ILLU_11595_269_0,"
            Chasse au tigre
          ","
            Huile sur toile | 73 x 92.5cm | 1854
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Chasse_au_tigre_%281854%29.jpg?uselang=fr
94,ILLU_11623_32_0,"
            Fight between a Tiger and a Buffalo
          ","
            Oil on fabric | 170 x 189.5cm | 1908
          ","
      Henri Rousseau
    ",https://clevelandart.org/art/1949.186
95,ILLU_11884_169_0,"
            Autoportrait
          ","
            Huile sur toile | 70 x 55cm | 1917
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr
96,ILLU_11895_75_0,"
            Postman Joseph Roulin
          ","
            Oil on canvas | 81.3 x 65.4cm | 1888
          ","
      Vincent van Gogh
    ",
97,ILLU_11995_1612_1,"
            Chestnut Trees at Jas de Bouffan
          ","
            Oil on canvas | 28 x 35.5in | c. 1885-1886
          ","
      Paul Cézanne
    ",https://collections.artsmia.org/art/802
98,ILLU_11998_126_1,"
            Gentleman of the Trivulzio Family
          ","
            Oil on wood panel | 42.9 x 29.1 x 0.7in | 1450 and 1528
          ","
      Bernardino dei Conti
    ",https://www.dia.org/art/collection/object/gentleman-trivulzio-family-41245
99,ILLU_12216_242503_0,"
            Musicians with masks
          ","
            Oil on canvas | 203.2 x 188cm | 1921
          ","
      Pablo Picasso
    ",
100,ILLU_12216_242503_1,"
            Life
          ","
            Oil on canvas | 196.5 x 128.5cm | 1903
          ","
      Pablo Picasso
    ",
101,ILLU_12220_3103_2,"
            Self-Portrait
          ","
            Oil, panel, tempera | 49.5 x 73.6cm | 1912
          ","
      Otto Dix
    ",
102,ILLU_12244_2504_0,"
            Portrait of Levinus Memminger
          ","
            Huile sur panneau | 34 x 23cm | c. 1485
          ","
      Michael Wolgemut
    ",https://commons.wikimedia.org/wiki/File:Michael_Wolgemut_-_Portrait_of_Levinus_Memminger_-_WGA25862.jpg?uselang=fr
103,ILLU_12248_4402_2,"
            Triumph of Wealth
          ","
            25 x 57cm | 1533
          ","
      Hans Holbein le Jeune
    ",
104,ILLU_12372_378_0,"
            The ironer
          ","
            Oil on canvas | 116.2 x 73cm | 1904
          ","
      Pablo Picasso
    ",
105,ILLU_12439_228_0,"
            Portrait of Diego Rivera
          ","
            Oil on canvas | 100 x 81cm | 1914
          ","
      Amedeo Modigliani
    ",
106,ILLU_12567_51_0,"
            Amsterdam
          ","
            1925
          ","
      Oskar Kokoschka
    ",
107,ILLU_12655_162_0,"
            Lady in Pink
          ","
            940 x 750mm | 1879-1881
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Lady_in_Pink_-_Google_Art_Project.jpg
108,ILLU_12662_74_0,"
            Richard Wagner
          ","
            Huile sur toile | 53 x 46cm | 1882
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Richard_Wagner.jpg?uselang=fr
109,ILLU_12665_509_0,"
            The ham
          ","
            Oil on canvas | 1880
          ","
      Édouard Manet
    ",
110,ILLU_12666_437_0,"
            Portrait of Madame Brunet
          ","
            Oil on canvas | 132.4 x 100cm | c. 1861-c. 1863
          ","
      Édouard Manet
    ",https://www.getty.edu/art/collection/objects/258736/edouard-manet-portrait-of-madame-brunet-french-about-1861-1863-reworked-by-1867/
111,ILLU_12779_384_0,"
            Violin, glass, pipe and inkwell
          ","
            Oil on canvas | 81 x 54cm | 1912
          ","
      Pablo Picasso
    ",
112,ILLU_13068_114_0,"
            Horse in the Woods
          ","
            Oil on canvas | 108 x 133cm | 1863
          ","
      Gustave Courbet
    ",
113,ILLU_13077_368_0,"
            Shepherd
          ","
            1910
          ","
      Eugène Zak
    ",
114,ILLU_13260_593_0,"
            A Young Man Breaking into the Girls Dance, and the Old Women are in Panic
          ","
            Oil on canvas | 1902
          ","
      Andreï Riabouchkine
    ",
115,ILLU_13291_23_0,"
            Croquet
          ","
            Oil on canvas | 72.5 x 106cm | 1873
          ","
      Édouard Manet
    ",
116,ILLU_13292_305_0,"
            Railway Bridge over Avenue Montmajour, Arles, The
          ","
            Oil on canvas | 73 x 92cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_039.jpg
117,ILLU_13292_306_0,"
            The Schoolboy (Camille Roulin)
          ","
            Oil on canvas | 63.5 x 54cm | 1888
          ","
      Vincent van Gogh
    ",
118,ILLU_13292_312_0,"
            The House of Père Eloi
          ","
            Oil on canvas | 51 x 58cm | 1890
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_Haus_von_P%C3%A8re_Eloi.jpeg
119,ILLU_13292_317_0,"
            House with sunflowers
          ","
            Oil on canvas | 1887
          ","
      Vincent van Gogh
    ",
120,ILLU_13302_256_0,"
            Girl with Foliage Plant
          ","
            Oil on canvas | 105 x 74cm | 1923
          ","
      Karl Hofer
    ",https://sammlung.belvedere.at/objects/8301/madchen-mit-blattpflanze
121,ILLU_13322_285_0,"
            Mother and Child
          ","
            Oil on canvas | 142.9 x 172.7cm | 1921
          ","
      Pablo Picasso
    ",
122,ILLU_13390_116_0,"
            Odalisque with a Tambourine
          ","
            1925
          ","
      Henri Matisse
    ",
123,ILLU_14257_293_2,"
            The Beautiful Season
          ","
            1925
          ","
      Max Ernst
    ",
124,ILLU_14268_16_0,"
            Theater
          ","
            Oil on canvas | 40.5 x 32.5cm
          ","
      Honoré Daumier
    ",
125,ILLU_14270_71_0,"
            Painter and Model
          ","
            Oil on canvas | 129.8 x 163cm | Paris, 1928
          ","
      Pablo Picasso
    ",
126,ILLU_14279_126_0,"
            Lise with Umbrella
          ","
            Oil on canvas | 184 x 115cm | 1867
          ","
      Pierre-Auguste Renoir
    ",https://en.wikipedia.org/wiki/Lise_(Renoir)
127,ILLU_14290_335_2,"
            Argenteuil. Yachts 02
          ","
            1875
          ","
      Claude Monet
    ",
128,ILLU_14300_167_2,"
            Valley of the Lot at Vers
          ","
            1912
          ","
      André Derain
    ",
129,ILLU_14319_402_0,"
            Stratified Rocks, Nature's Gift of Gneiss Lava Iceland Moss…
          ","
            Gouache, pencil, cardboard | 19.1 x 24.1cm | 1920
          ","
      Max Ernst
    ",
130,ILLU_14354_812_0,"
            Die junge Pariserin (Die Kokotte)
          ","
            1869
          ","
      Wilhelm Leibl
    ",
131,ILLU_14374_65_4,"
            Coal cars
          ","
            Oil on canvas | 42 x 65.5cm | 1822
          ","
      Theodore Gericault
    ",
132,ILLU_14377_346_2,"
            Seated and Standing Woman
          ","
            Oil on wood | 1884
          ","
      Georges Seurat
    ",
133,ILLU_14377_347_0,"
            A Sunday on La Grande Jatte — 1884
          ","
            Oil on canvas | 207.5 x 308.1cm | 1884/86
          ","
      Georges Seurat
    ",
134,ILLU_14377_351_4,"
            Woman with a Monkey (study for ""A Sunday Afternoon on the Island of La Grande Jatte"")
          ","
            Oil on panel | 25 x 16cm
          ","
      Georges Seurat
    ",https://commons.wikimedia.org/wiki/File:Grand_Jatte_(study).jpg
135,ILLU_14410_186_0,"
            Committee for the French Art Exhibition in Copenhagen
          ","
            1888
          ","
      Peder Severin Krøyer
    ",
136,ILLU_14447_38_0,"
            Le Déjeuner sur l'herbe
          ","
            Oil on canvas | 208 x 264.5cm | 1863
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l'herbe
137,ILLU_14458_395_0,"
            Lady Sealing a Letter
          ","
            Oil on canvas | 146 x 147cm | 1732
          ","
      Jean Siméon Chardin
    ",
138,ILLU_14489_126_0,"
            Lise with Umbrella
          ","
            Oil on canvas | 184 x 115cm | 1867
          ","
      Pierre-Auguste Renoir
    ",https://en.wikipedia.org/wiki/Lise_(Renoir)
139,ILLU_14922_11_0,"
            Frederick and his sister Wilhelmina
          ","
            Oil
          ","
      Antoine Pesne
    ",
140,ILLU_14968_252_0,"
            Saint Catherine and Mary Magdalene
          ","
            Holz | 161 x 131cm | c. 1440
          ","
      Konrad Witz
    ",https://commons.wikimedia.org/wiki/File:Konrad_Witz_007.jpg
141,ILLU_14975_263_1,"
            Young Woman Reclining in Spanish Costume
          ","
            Oil on canvas | 37.3 x 44.8in | c. 1862
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Young_Woman_Reclining_in_Spanish_Costume_by_%C3%89douard_Manet.jpeg
142,ILLU_14976_366_0,"
            Returning from the market
          ","
            Oil on canvas | 37 x 29cm | 1870
          ","
      Honoré Daumier
    ",
143,ILLU_14976_368_0,"
            An Evangelist
          ","
            Fresco (with areas of secco) transferred to canvas | 79.8 x 65.4cm | mid-14th century
          ","
      Italian, Umbrian (possibly Master of San Crispino)
    ",https://www.nationalgallery.org.uk/paintings/italian-umbrian-possibly-master-of-san-crispino-an-evangelist
144,ILLU_14976_368_1,"
            A Bishop Saint
          ","
            Fresco (with areas of secco) transferred to canvas | 80 x 65.2cm | mid-14th century
          ","
      Italian, Umbrian (possibly Master of San Crispino)
    ",https://www.nationalgallery.org.uk/paintings/italian-umbrian-possibly-master-of-san-crispino-a-bishop-saint
145,ILLU_14977_293_0,"
            Claude Monet painting in his studio
          ","
            Oil on canvas | 80 x 98cm | 1874
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Monet_Painting_on_His_Studio_Boat_Edouard_Manet_1874.jpg
146,ILLU_14978_332_1,"
            The Luncheon
          ","
            1868
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg
147,ILLU_14980_254_0,"
            The Presentation of the Virgin
          ","
            Oil on canvas | 480 x 429cm | c. 1552
          ","
      Tintoretto
    ",https://commons.wikimedia.org/wiki/File:Madonna_dell'Orto_(Venice)_-_Presentation_at_the_temple_of_the_Virgin_(1552-1553)_by_Tintoretto.jpg
148,ILLU_15357_119_0,"
            Self-portrait
          ","
            Drawing on paper (silver point) | 27.5 x 19.6cm | 1484
          ","
      Albrecht Dürer
    ",https://en.wikipedia.org/wiki/Self-Portrait_at_the_Age_of_13
149,ILLU_15360_153_0,"
            Shoemaker
          ","
            1881
          ","
      Max Liebermann
    ",
150,ILLU_15405_337_0,"
            Portrait of Bernhart von Reesen
          ","
            Oil on oak panel | 45.4 x 31.5cm | 1521
          ","
      Albrecht Dürer
    ",https://en.wikipedia.org/wiki/Portrait_of_Bernhart_von_Reesen
151,ILLU_15405_341_0,"
            Portrait of a Man
          ","
            Oil on panel | 50 x 36cm | 1521
          ","
      Albrecht Dürer
    ",https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Bildnis_eines_unbekannten_Mannes.jpg
152,ILLU_15550_169_1,"
            Weeping at the Cross
          ","
            Tempera on wood | 164 x 250cm | 1876
          ","
      Arnold Böcklin
    ",https://commons.wikimedia.org/wiki/File:Arnold_B%C3%B6cklin_-_Beweinung_unter_dem_Kreuz.jpg
153,ILLU_15639_132_0,"
            Piazza d’Erbe in Verona
          ","
            Oil on canvas | 73.5 x 127cm | 1884
          ","
      Adolph Menzel
    ",https://commons.wikimedia.org/wiki/File:Adolph_Menzel_-_Piazza_d%E2%80%99Erbe_in_Verona_-_Google_Art_Project.jpg
154,ILLU_15680_65_0,"
            Charles de Solier, Sieur de Morette
          ","
            Oak | 92.5 x 75.4cm | c. 1534
          ","
      Hans Holbein the Younger
    ","https://commons.wikimedia.org/wiki/File:Hans_Holbein_the_Younger_-_Charles_de_Solier,_Sieur_de_Morette_(1534-1535)_-_Google_Art_Project.jpg"
155,ILLU_16297_134_1,"
            Autumn in Bavaria
          ","
            Oil on cardboard | 33 x 45cm | 1908
          ","
      Vassily Kandinsky
    ",
156,ILLU_16375_4_0,"
            A Red Pedestal
          ","
            Oil on canvas | 1942
          ","
      Georges Braque
    ",
157,ILLU_16402_2_0,"
            Portrait of Jeanne Hebuterne
          ","
            Oil on canvas | 46 x 29cm | 1918
          ","
      Amedeo Modigliani
    ",
0,ILLU_10332_144_0,"
            Interior
          ","
            Oil on canvas | 813.3 x 1143.8mm | 1868
          ","
      Edgar Degas
    ",https://en.wikipedia.org/wiki/Interior_(Degas)
1,ILLU_10332_93_0,"
            A Matador
          ","
            Oil on canvas | 171.1 x 113cm | 1866-67
          ","
      Edouard Manet
    ",https://www.metmuseum.org/art/collection/search/436960
